"City","OtherName","Country","Latitude","Longitude","Certainty","year","population"
"Nagpur","","India","21.15","79.1",2,"AD_1825",115228
"Nanhai","Foshan, Fatshan","China","23.016667","113.116667",1,"AD_1825",160000
"Naples","","Italy","40.851775","14.268122",1,"AD_1825",350000
"New York","New York","United States of America","40.714353","-74.005972",1,"AD_1825",170000
"Osaka","","Japan","34.693216","135.502082",1,"AD_1825",350000
"Palermo","","Italy","38.115689","13.361267",1,"AD_1825",154000
"Paris","","France","48.856614","2.352222",1,"AD_1825",855000
"Patna","","India","25.610533","85.14145",1,"AD_1825",207000
"Philadelphia","Pennsylvania","United States of America","39.95","-75.1667",1,"AD_1825",138000
"Potosi","PotosÌ ","Bolivia","-19.58361","-65.75306",1,"AD_1825",8000
"Prague","","Austria","50.08804","14.42076",1,"AD_1825",98000
"Rio de Janeiro","","Brazil","-22.90278","-43.2075",1,"AD_1825",91000
"Rome","","Italy","41.89474","12.4839",1,"AD_1825",125000
"Saint Petersburg","Leningrad","Russian Federation","59.89444","30.26417",1,"AD_1825",438000
"Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,"AD_1825",192000
"Shanghai","","China","31.22222","121.45806",1,"AD_1825",115000
"Shiraz","","Iran","29.61031","52.53114",1,"AD_1825",30000
"Smyrna","Izmir","Turkey","38.41273","27.13838",1,"AD_1825",135000
"Surakarta","Soerakarta","Indonesia","-7.55611","110.83167",1,"AD_1825",97000
"Surat","","India","21.19594","72.83023",1,"AD_1825",138000
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1825",302000
"Tianjin","Tientsin","China","39.14222","117.17667",1,"AD_1825",155000
"Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,"AD_1825",732000
"Tunis","","Tunisia","36.818811","10.165961",1,"AD_1825",90000
"Turin","","Italy","45.07049","7.68682",1,"AD_1825",90000
"Vadodara","Baroda","India","22.30731","73.181098",3,"AD_1825",90000
"Varanasi","Benares","India","25.317645","82.973914",2,"AD_1825",182000
"Venice","","Italy","45.440847","12.315514",1,"AD_1825",99000
"Vienna","Wien","Austria","48.20849","16.37208",1,"AD_1825",288000
"Warsaw","","Poland","52.22977","21.01178",1,"AD_1825",124000
"Wuhan","Wuchang","China","30.58333","114.26667",1,"AD_1825",170000
"Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,"AD_1825",259000
"Zaria","","Nigeria","11.11128","7.7227",1,"AD_1825",50000
"Amritsar","","India","31.63661","74.87476",1,"AD_1826",50000
"Bussa","Boussa","Nigeria","10.194264","4.564217",2,"AD_1826",11000
"Cuzco","","Peru","-13.525","-71.972222",1,"AD_1826",46123
"Kagoshima","","Japan","31.5966","130.557183",1,"AD_1826",72350
"Kashi","Kashgar","China","39.4704","75.989756",1,"AD_1826",50000
"Mumbai","Bombay","India","19.07283","72.88261",1,"AD_1826",162000
"Valletta","Valetta","Malta","35.89972","14.51472",1,"AD_1826",45806
"Amarapura","","Myanmar","21.892983","96.05",1,"AD_1827",30000
"Bussa","Boussa","Nigeria","10.194264","4.564217",2,"AD_1827",17000
"Cholula","","Mexico","19.06333","-98.306389",1,"AD_1827",6000
"Havana","La Habana","Cuba","23.13302","-82.38304",1,"AD_1827",112023
"Oyo","Katunga","Nigeria","7.85","3.93333",1,"AD_1827",60000
"Valparaiso","","Chile","-33.05","-71.6167",1,"AD_1827",17000
"Alexandria","","Egypt","31.200092","29.918739",1,"AD_1828",12528
"Bangkok","","Thailand","13.75398","100.50144",1,"AD_1828",77300
"Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,"AD_1828",165000
"Silistra","Silistria","Bulgaria","44.114728","27.267189",1,"AD_1828",24000
"Tombouctou","Timbuktu","Mali","16.77348","-3.00742",1,"AD_1828",12000
"Cossimbazar","Kasimbazar","India","24.1167","88.2833",3,"AD_1829",3538
"Edirne","Adrianople","Turkey","41.681808","26.562269",1,"AD_1829",90000
"Erzurum","Theodosiopolis, Erzerum","Turkey","39.90861","41.27694",1,"AD_1829",80000
"Feodosia","Kaffa, Theodosia, Feodosiya, Caffa","Russian Federation","45.048889","35.379167",2,"AD_1829",3700
"Gaya","","India","24.79686","85.00385",1,"AD_1829",30000
"Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia","†35.674444","10.101667",2,"AD_1829",20000
"Murshidabad","","India","24.1839","88.27171",3,"AD_1829",149717
"Varanasi","Benares","India","25.317645","82.973914",2,"AD_1829",183000
"Warsaw","","Poland","52.22977","21.01178",1,"AD_1829",140000
"Datong","Taitong, Tatung","China","40.083333","113.3",2,"AD_1830",35000
"Dhaka","Dacca","India","23.709921","90.407143",1,"AD_1830",66989
"Gwalior","","India","26.22982","78.17337",1,"AD_1830",65000
"Herat","","Afghanistan","34.34817","62.19967",1,"AD_1830",45000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_1830",700000
"Macao","","China","22.1667","113.55",1,"AD_1830",33000
"Mecca","","Saudi Arabia","21.42667","39.82611",1,"AD_1830",50000
"Muscat","","Oman","23.61387","58.5922",1,"AD_1830",60000
"Nanhai","Foshan, Fatshan","China","23.016667","113.116667",1,"AD_1830",167000
"Oyo","Katunga","Nigeria","7.85","3.93333",1,"AD_1830",50000
"Patna","","India","25.610533","85.14145",1,"AD_1830",198000
"Riobamba","","Ecuador","-1.67083","-78.64861",1,"AD_1830",12000
"Santiago","","Chile","-33.45","-70.666667",1,"AD_1830",48000
"Sivas","","Turkey","39.74833","37.01611",1,"AD_1830",26000
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1830",317000
"Tiruchirappalli","Trichinopoly","India","10.805","78.685556",3,"AD_1830",34000
"Catania","","Italy","37.50213","15.08719",1,"AD_1831",52433
"Cork","","Ireland","51.89797","-8.47061",1,"AD_1831",84000
"La Paz","","Bolivia","-16.5","-68.15",1,"AD_1831",30463
"Limerick","","Ireland","52.6653","-8.630497",1,"AD_1831",44100
"Sofia","","Bulgaria","42.69751","23.32415",1,"AD_1831",44739
"Syracuse","","Greece","37.06082237","15.29420264",2,"AD_1831",16805
"Thanjavur","Tanjore","India","10.786999","79.137827",1,"AD_1831",30000
"Allahabad","Prayag","India","25.44894","81.83328",1,"AD_1832",64637
"Bucharest","","Romania","44.43225","26.10626",1,"AD_1832",72595
"Inwa","Ava","Myanmar","21.857353","95.981936",1,"AD_1832",125665
"Kabul","","Afghanistan","34.52813","69.17233",1,"AD_1832",54000
"Kandahar","Qandahar","Afghanistan","31.61332","65.71013",1,"AD_1832",54000
"Mashhad","Meshhed","Iran","36.3","59.6",1,"AD_1832",40000
"Oran","","Algeria","35.69111","-0.64167",1,"AD_1832",3800
"Xiamen","Amoy, Hsiamen","China","24.47979","118.08187",1,"AD_1832",70000
"Bejaia","Bougie, BÈjaÔa","Algeria","36.75","5.066667",2,"AD_1833",2000
"Herat","","Afghanistan","34.34817","62.19967",1,"AD_1833",60000
"Srinagar","","India","34.08842","74.80298",1,"AD_1833",40000
"Kunduz","Qunduz","Afghanistan","36.72896","68.857",1,"AD_1834",1500
"Macao","","China","22.1667","113.55",1,"AD_1834",35000
"Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,"AD_1834",50000
"Merida","Emerita","Spain","38.91611","-6.34366",1,"AD_1834",5000
"Messina","","Italy","38.19327","15.54969",1,"AD_1834",52896
"Nizhniy Novgorod","Nishny Novgorod, Gorkiy","Russian Federation","56.3269","44.0075",1,"AD_1834",21687
"Rabba","","Nigeria","9.2","5.033333",3,"AD_1834",38000
"Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,"AD_1834",8000
"Amarapura","","Myanmar","21.892983","96.05",1,"AD_1835",90000
"Arakan","Rakhine","Myanmar","19.810092","93.987842",1,"AD_1835",9000
"Gondar","","Ethiopia","12.600003","37.466669",1,"AD_1835",6500
"Gorakhpur","","India","26.760555","83.373168",2,"AD_1835",42000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1835",900000
"Rabat","","Morocco","34.01325","-6.83255",1,"AD_1835",36000
"Santiago","","Chile","-33.45","-70.666667",1,"AD_1835",67777
"Thanjavur","Tanjore","India","10.786999","79.137827",1,"AD_1835",35000
"Amarapura","","Myanmar","21.892983","96.05",1,"AD_1836",35000
"Bellary","","India","15.14575","76.91751",1,"AD_1836",35000
"Bremen","","Germany","53.07516","8.80777",1,"AD_1836",36000
"Chandannagar","Chandernagore","India","22.87","88.38",2,"AD_1836",31235
"Delhi","","India","28.65381","77.22897",1,"AD_1836",151000
"Inwa","Ava","Myanmar","21.857353","95.981936",1,"AD_1836",150000
"Kabul","","Afghanistan","34.52813","69.17233",1,"AD_1836",60000
"Lima","Rimac","Peru","-12.04318","-77.02824",1,"AD_1836",54628
"Ajmer","","India","26.44976","74.64116",1,"AD_1837",23000
"Bucharest","","Romania","44.43225","26.10626",1,"AD_1837",60788
"Hamadan","","Iran","34.79922","48.51456",1,"AD_1837",30000
"Herat","","Afghanistan","34.34817","62.19967",1,"AD_1837",70000
"Masulipatam","","India","16.18438","81.134933",1,"AD_1837",27884
"Merida","Tiho","Mexico","20.979719","-89.615789",1,"AD_1837",28000
"Messina","","Italy","38.19327","15.54969",1,"AD_1837",54637
"Mosul","Ak Mawsil","Iraq","36.335","43.11889",1,"AD_1837",40000
"Murshidabad","","India","24.1839","88.27171",3,"AD_1837",124804
"Padua","","Italy","45.406436","11.876761",1,"AD_1837",35225
"Patna","","India","25.610533","85.14145",1,"AD_1837",225000
"Sivas","","Turkey","39.74833","37.01611",1,"AD_1837",30000
"Tehran","Teheran","Iran","35.69439","51.42151",1,"AD_1837",60000
"The Hague","s-Gravenhage","Netherlands","52.070492","4.300694",1,"AD_1837",59000
"Trabzon","Trebizond","Turkey","41.00145","39.717806",3,"AD_1837",26500
"Verona","","Italy","45.43419","10.99779",1,"AD_1837",51615
"Zacatecas","","Mexico","22.76843","-102.58141",1,"AD_1837",28000
"Axum","","Ethiopia","14.131781","38.714081",1,"AD_1838",1700
"Basra","Basrah","Iraq","30.5","47.816667",2,"AD_1838",12000
"Buenos Aires","","Argentina","-34.61315","-58.37723",1,"AD_1838",65344
"Dhaka","Dacca","India","23.709921","90.407143",1,"AD_1838",68000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1838",850000
"Guayaquil","","Ecuador","-2.18194","-79.89167",1,"AD_1838",22000
"Nagasaki","","Japan","32.752558","129.878192",1,"AD_1838",27166
"Okayama","","Japan","34.661753","133.916667",1,"AD_1838",30000
"Pune","Poona","India","18.52043","73.856744",1,"AD_1838",75170
"Turin","","Italy","45.07049","7.68682",1,"AD_1838",104078
"Debrecen","","Hungary","47.53333","21.63333",1,"AD_1839",48840
"Kayseri","Caesarea, Mazaca","Turkey","38.73222","35.48528",2,"AD_1839",18522
"Lucca","","Italy","43.84357","10.50585",1,"AD_1839",24092
"Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,"AD_1839",60000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_1840",75000
"Chiang Mai","Chiengmai","Thailand","18.790978","98.960775",1,"AD_1840",25000
"Fez","Fes","Morocco","34.033333","-5.01",1,"AD_1840",88000
"Gaya","","India","24.79686","85.00385",1,"AD_1840",43451
"Gelibolu","Gallipoli","Turkey","40.333333","26.499992",1,"AD_1840",8500
"Groningen","","Netherlands","53.21917","6.56667",1,"AD_1840",27000
"Hofuf","","Saudi Arabia","25.383333","49.583333",2,"AD_1840",40000
"Huai'an","Huaian, Hwaian","China","33.5","119.133333",1,"AD_1840",45000
"Karaman","Laranda","Turkey","37.18111","33.215",1,"AD_1840",20000
"Kokand","Khokand","Uzbekistan","40.533261","70.932342",1,"AD_1840",80000
"Lhasa","","China","29.645563","91.140749",1,"AD_1840",50000
"Luanda","Loanda","Angola","-8.838333","13.23444",3,"AD_1840",8000
"Matsumae","Fukuyama, Matsmaye (Hokkaido)","Japan","41.433333","140.116667",3,"AD_1840",50000
"Munich","","Germany","48.136739","11.576756",1,"AD_1840",113329
"Nagoya","","Japan","35.181447","136.906397",1,"AD_1840",94000
"Oaxaca","","Mexico","17.07108","-96.71914",1,"AD_1840",33000
"Pisa","","Italy","43.71553","10.39659",1,"AD_1840",21670
"Pskov","","Russian Federation","57.8136","28.3496",1,"AD_1840",14000
"Sana'a ","Sanaa","Yemen","15.35472","44.20667",1,"AD_1840",40000
"Skopje","Uskub, Skoplje","Serbia","41.99646","21.43141",1,"AD_1840",15000
"Tarsus","","Turkey","36.91876","34.8784",1,"AD_1840",8000
"Tashkent","","Uzbekistan","41.26465","69.21627",1,"AD_1840",40000
"Ulm","","Germany","48.39841","9.99155",1,"AD_1840",16231
"Varna","","Bulgaria","43.21667","27.91667",1,"AD_1840",20000
"Wurzburg","W¸rzburg ","Germany","49.791558","9.953694",1,"AD_1840",26814
"Yining","Ili, Gulja, Kulja","China","43.916667","81.316667",2,"AD_1840",50000
"Aberdeen","","United Kingdom","57.14369","-2.09814",1,"AD_1841",63288
"Bakhchiserai","","Ukraine","44.755286","33.867233",1,"AD_1841",11251
"Bath","","United Kingdom","51.37795","-2.35907",1,"AD_1841",52346
"Belfast","","Ireland","54.597283","-5.930117",1,"AD_1841",75308
"Birmingham","","United Kingdom","52.48142","-1.89983",1,"AD_1841",235207
"Blackburn","","United Kingdom","53.748578","-2.487536",2,"AD_1841",36629
"Bolton","","United Kingdom","53.58333","-2.43333",1,"AD_1841",49763
"Bradford","","United Kingdom","53.79391","-1.75206",2,"AD_1841",66718
"Brighton","","United Kingdom","50.822531","-0.137164",2,"AD_1841",46601
"Bristol","","United Kingdom","51.45523","-2.59665",1,"AD_1841",140158
"Chatham","","United Kingdom","51.37891","0.52786",2,"AD_1841",35905
"Cork","","Ireland","51.89797","-8.47061",1,"AD_1841",80723
"Derby","","United Kingdom","52.922531","-1.474619",1,"AD_1841",36395
"Dijon","","France","47.31667","5.01667",1,"AD_1841",28356
"Diu","Dui","India","21.081554","76.091401",3,"AD_1841",9146
"Dublin","","Ireland","53.33306","-6.24889",1,"AD_1841",238819
"Dundee","","United Kingdom","56.5","-2.96667",1,"AD_1841",63732
"Edinburgh","","United Kingdom","55.95206","-3.19648",1,"AD_1841",164363
"Exeter","","United Kingdom","50.7236","-3.52751",1,"AD_1841",37231
"Glasgow","","United Kingdom","55.86515","-4.25763",1,"AD_1841",274366
"Hull","","United Kingdom","53.7446","-0.33525",1,"AD_1841",67308
"Laon","","France","49.56667","3.61667",1,"AD_1841",9466
"Leeds","","United Kingdom","53.79648","-1.54785",1,"AD_1841",165400
"Leicester","","United Kingdom","52.6386","-1.13169",1,"AD_1841",50365
"Limerick","","Ireland","52.6653","-8.630497",1,"AD_1841",48391
"Lisbon","","Portugal","38.71667","-9.13333",1,"AD_1841",241500
"Liverpool","","United Kingdom","53.408372","-2.991572",1,"AD_1841",297587
"London","","United Kingdom","51.511214","-0.119825",1,"AD_1841",1948417
"Manchester","","United Kingdom","53.48095","-2.23743",1,"AD_1841",312965
"Mariana","","Brazil","-20.37778","-43.41611",1,"AD_1841",5000
"Melbourne","","Australia","-37.814","144.96332",1,"AD_1841",11000
"Merthyr Tydfil","","United Kingdom","51.748731","-3.381647",1,"AD_1841",42917
"Narbonne","","France","43.18333","3",1,"AD_1841",11907
"Newcastle upon Tyne","","United Kingdom","54.978253","-1.617781",2,"AD_1841",90009
"Norwich","","United Kingdom","52.62783","1.29834",1,"AD_1841",62294
"Nottingham","","United Kingdom","52.9536","-1.15047",1,"AD_1841",84142
"Oldham","","United Kingdom","53.54051","-2.1183",1,"AD_1841",60451
"Paisley","","United Kingdom","55.83173","-4.43254",1,"AD_1841",48125
"Plymouth","","United Kingdom","50.375456","-4.14305",1,"AD_1841",80058
"Portsmouth","","United Kingdom","50.816661","-1.083383",1,"AD_1841",61889
"Preston","","United Kingdom","53.76667","-2.71667",1,"AD_1841",50073
"Puri","Jagganath","India","19.810556","85.831389",2,"AD_1841",23766
"Saint-Omer","","France","50.750114","2.252208",1,"AD_1841",20661
"Sevastopol","","Russian Federation","44.58883","33.5224",1,"AD_1841",41155
"Sheffield","","United Kingdom","53.381128","-1.470086",1,"AD_1841",118166
"Stockport","","United Kingdom","53.40979","-2.15761",1,"AD_1841",50154
"Stoke","","United Kingdom","53.25","-2.86667",1,"AD_1841",68444
"Sunderland","","United Kingdom","54.90465","-1.38222",2,"AD_1841",53335
"Tynemouth","","United Kingdom","55.01788","-1.42559",2,"AD_1841",48491
"Wolverhampton","","United Kingdom","52.58547","-2.12296",1,"AD_1841",68185
"Berdychiv","Berdichev","Ukraine","49.907903","28.587936",1,"AD_1842",35592
"Bremen","","Germany","53.07516","8.80777",1,"AD_1842",49788
"Brunn","Brno","Austria","49.2","16.6167",2,"AD_1842",42000
"Chinkiang","Zhenjiang","China","32.2","119.416667",2,"AD_1842",45000
"Kazan","","Russian Federation","55.790278","49.134722",2,"AD_1842",41304
"Recife","Pernambuco","Brazil","-8.05389","-34.88111",1,"AD_1842",102130
"Tabriz","","Iran","38.08","46.2919",1,"AD_1842",50000
"Tianjin","Tientsin","China","39.14222","117.17667",1,"AD_1842",193000
"Voronezh","","Russian Federation","51.67204","39.1843",1,"AD_1842",43800
"Yaroslavl","","Russian Federation","57.626072","39.884464",2,"AD_1842",34913
"Abeokuta","","Nigeria","7.15","3.35",2,"AD_1843",50000
"Bergamo","","Italy","45.69798","9.66895",1,"AD_1843",18000
"Bharatpur","Bhurtpore","India","27.21731","77.49009",3,"AD_1843",40000
"Granada","","Spain","37.177336","-3.598558",1,"AD_1843",55000
"Hyderabad","","India","17.38405","78.45636",1,"AD_1843",250000
"Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,"AD_1843",83000
"Samarra"," Samarra' ","Iraq","34.198333","43.874167",2,"AD_1843",900
"Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,"AD_1843",190027
"Siena","","Italy","43.32004","11.33283",1,"AD_1843",20333
"Bologna","","Italy","44.49381","11.33875",1,"AD_1844",75000
"Hue","","Vietnam","16.46667","107.6",1,"AD_1844",60000
"Jakarta","Batavia","Indonesia","-6.21462","106.84513",1,"AD_1844",60850
"Kermanshah","","Iran","34.31417","47.065",1,"AD_1844",10000
"Kingston","","Jamaica","17.992731","-76.8",1,"AD_1844",32943
"Murcia","","Spain","37.98704","-1.13004",1,"AD_1844",55053
"Parma","","Italy","44.80266","10.32898",1,"AD_1844",40927
"Phnom Penh","","Cambodia","11.56245","104.91601",1,"AD_1844",30000
"Prizren","Frizren","Serbia","42.21389","20.73972",1,"AD_1844",24950
"Quebec","","Canada","46.81228","-71.21454",1,"AD_1844",35673
"Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,"AD_1844",769000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_1845",80000
"Athens","","Greece","37.97945","23.71622",1,"AD_1845",27800
"Beijing","Peking","China","39.9075","116.39723",1,"AD_1845",1648000
"Bergen","","Norway","60.391264","5.322053",1,"AD_1845",25611
"Cartagena","","Spain","37.625683","-0.996583",1,"AD_1845",27727
"Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,"AD_1845",170000
"Hannover","","Germany","52.37052","9.73322",1,"AD_1845",42484
"Herat","","Afghanistan","34.34817","62.19967",1,"AD_1845",21000
"Ioannina","Iannina,  Io·nnina, Yannina","Greece","39.665028","20.853747",1,"AD_1845",25000
"Kandahar","Qandahar","Afghanistan","31.61332","65.71013",1,"AD_1845",30000
"Kiev","","Ukraine","50.45466","30.5238",1,"AD_1845",50157
"Kukawa","Kuka","Nigeria","12.916667","13.566667",3,"AD_1845",55000
"La Paz","","Bolivia","-16.5","-68.15",1,"AD_1845",42800
"Leghorn","Livorno","Italy","43.55","10.310579",2,"AD_1845",80195
"Mainz","","Germany","49.98419","8.2791",1,"AD_1845",39345
"Naples","","Italy","40.851775","14.268122",1,"AD_1845",400813
"Semarang","","Indonesia","-6.9932","110.4203",1,"AD_1845",50000
"Seville","","Spain","37.388097","-5.982331",1,"AD_1845",121872
"Shanghai","","China","31.22222","121.45806",1,"AD_1845",120000
"Surabaya","Soerabaja","Indonesia","-7.24917","112.75083",1,"AD_1845",50000
"Surakarta","Soerakarta","Indonesia","-7.55611","110.83167",1,"AD_1845",100000
"Toledo","","Spain","39.862831","-4.027322",1,"AD_1845",13431
"Visby","","Sweden","57.64089","18.29602",1,"AD_1845",4260
"Zacatecas","","Mexico","22.76843","-102.58141",1,"AD_1845",28000
"Agra","","India","27.18333","78.01667",1,"AD_1846",76570
"Ahmedabad","Asawal","India","23.039568","72.566004",1,"AD_1846",94390
"Algiers","","Algiers","36.7525","3.04197",1,"AD_1846",42635
"Arras","","France","50.291","2.777533",1,"AD_1846",24321
"Augsberg","Ausburg","Germany","48.371444","10.898239",1,"AD_1846",38206
"Belgrade","Beograd","Serbia","44.80401","20.46513",1,"AD_1846",17904
"Besancon","BesanÁon ","France","47.24878","6.01815",1,"AD_1846",25000
"Cremona","","Italy","45.13617","10.02797",1,"AD_1846",28325
"Delhi","","India","28.65381","77.22897",1,"AD_1846",160279
"Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,"AD_1846",170000
"Kaluga","","Russian Federation","54.5293","36.27542",1,"AD_1846",32345
"Kyoto","","Japan","35.02107","135.75385",1,"AD_1846",337842
"Le Havre","","France","49.494369","0.107931",1,"AD_1846",52259
"Lille","","France","50.628442","3.054975",1,"AD_1846",95781
"Milan","","Italy","45.465453","9.198786",1,"AD_1846",178000
"Nantes","","France","47.21725","-1.55336",1,"AD_1846",94194
"Nicosia","","Cyprus","35.16667","33.36667",1,"AD_1846",11800
"Nurnberg","N¸rnberg, Nuremberg","Germany","49.452031","11.07675",1,"AD_1846",50460
"Orleans","OrlÈans","France","47.902964","1.90925",1,"AD_1846",38000
"Paris","","France","48.856614","2.352222",1,"AD_1846",1270000
"Pavia","","Italy","45.18446","9.16145",1,"AD_1846",28169
"Port Louis","","Mauritius","-20.16194","57.504104",1,"AD_1846",45212
"Prague","","Austria","50.08804","14.42076",1,"AD_1846",115436
"Rennes","","France","48.11198","-1.67429",1,"AD_1846",36000
"Roubaix","Roubaix-Tourcoing","France","50.692706","3.177847",2,"AD_1846",66609
"Strasbourg","Strassburg","France","48.58342","7.74296",1,"AD_1846",71992
"Subotica","Szabadka, Maria Theresiopel","Serbia","46.100278","19.665556",2,"AD_1846",36200
"Sydney","","Australia","-33.86785","151.20732",1,"AD_1846",38358
"Toulouse","","France","43.60426","1.44367",1,"AD_1846",75000
"Bareilly","","India","28.34702","79.42193",1,"AD_1847",92208
"Florence","Firenze","Italy","43.771033","11.248",1,"AD_1847",102154
"Malaga","","Spain","36.721261","-4.421267",1,"AD_1847",68577
"Meerut","","India","28.97155","77.71934",1,"AD_1847",29014
"Moradabad","","India","28.83893","78.77684",1,"AD_1847",48880
"Santiago","","Chile","-33.45","-70.666667",1,"AD_1847",80000
"Saratov","","Russian Federation","51.54056","46.00861",1,"AD_1847",52329
"Shahjahanpur","","India","27.88142","79.9109",3,"AD_1847",62785
"Valencia","","Spain","39.469908","-0.376289",1,"AD_1847",98505
"Valparaiso","","Chile","-33.05","-71.6167",1,"AD_1847",40000
"Alessandria","","Italy","44.91245","8.61894",1,"AD_1848",22994
"Alexandria","","Egypt","31.200092","29.918739",1,"AD_1848",134000
"Baghdad","Bagdad","Iraq","33.34058","44.40088",1,"AD_1848",60000
"Bogota","Bacata, Funza, Bogot·","Columbia","4.598056","-74.075833",1,"AD_1848",53393
"Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,"AD_1848",254000
"Farrukhabad","","India","27.39048","79.58006",3,"AD_1848",68000
"Fatehpur Sikri","","India","27.0937","77.66003",1,"AD_1848",15414
"Genova","Genoa","Italy","44.40565","8.946256",1,"AD_1848",107000
"Gorakhpur","","India","26.760555","83.373168",2,"AD_1848",45265
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_1848",778000
"Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,"AD_1848",16486
"Kanpur","Cawnpore","India","26.4478","80.34627",1,"AD_1848",108796
"Mathura","Muttra","India","27.4925","77.673611",3,"AD_1848",49672
"Mondovi","","Italy","44.39603","7.81764",1,"AD_1848",13000
"Oruro","","Bolivia","-17.98333","-67.15",1,"AD_1848",5687
"Palma","","Spain","39.56939","2.65024",1,"AD_1848",40892
"Puebla"," Puebla de Zaragoza","Mexico","19.0514","-98.2178",1,"AD_1848",71631
"Saint Petersburg","Leningrad","Russian Federation","59.89444","30.26417",1,"AD_1848",473437
"Aachen","Aix-la-Chapelle","Germany","50.77664","6.08342",1,"AD_1849",50533
"Amsterdam","","Netherlands","52.37403","4.88969",1,"AD_1849",224035
"Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,"AD_1849",44798
"Badajoz","","Spain","38.87789","-6.97061",1,"AD_1849",9000
"Bangkok","","Thailand","13.75398","100.50144",1,"AD_1849",160154
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1849",164000
"Bremen","","Germany","53.07516","8.80777",1,"AD_1849",53478
"Cadiz","","Spain","36.52978","-6.29465",1,"AD_1849",85470
"Chisinau","Kishinev, Chisin„u ","Republic of Moldova","47.026858","28.84155",1,"AD_1849",42613
"Cordoba","Cordova, CÛrdoba","Spain","38.046133","-4.893564",2,"AD_1849",34000
"Dresden","","Germany","51.05089","13.73832",1,"AD_1849",94902
"Ecija","…cija ","Spain","37.5422","-5.0826",1,"AD_1849",24000
"Erfurt","","Germany","50.9787","11.03283",1,"AD_1849",32224
"Feodosia","Kaffa, Theodosia, Feodosiya, Caffa","Russian Federation","45.048889","35.379167",2,"AD_1849",8435
"Gdansk","Danzig","Poland","54.352025","18.64663",2,"AD_1849",63917
"Izmail","Ismail","Romania","45.351667","28.836389",2,"AD_1849",26243
"Kayseri","Caesarea, Mazaca","Turkey","38.73222","35.48528",2,"AD_1849",18413
"Kursk","","Russian Federation","51.73733","36.18735",1,"AD_1849",30469
"Leiden","Leyden","Netherlands","52.15833","4.49306",1,"AD_1849",35895
"Leipzig","","Germany","51.33962","12.37129",1,"AD_1849",62374
"Lvov","Lwow, Lemberg","Poland","49.839683","24.029717",1,"AD_1849",75000
"Mumbai","Bombay","India","19.07283","72.88261",1,"AD_1849",566119
"Nizhniy Novgorod","Nishny Novgorod, Gorkiy","Russian Federation","56.3269","44.0075",1,"AD_1849",30710
"Palembang","","Indonesia","-2.91673","104.7458",1,"AD_1849",40000
"Potsdam","","Germany","52.39886","13.06566",1,"AD_1849",31394
"Poznan","Posen","Poland","52.40692","16.92993",1,"AD_1849",47963
"Shumen","Shumla","Bulgaria","43.276667","26.929167",3,"AD_1849",30000
"Stuttgart","","Germany","48.78232","9.17702",1,"AD_1849",47837
"Surabaya","Soerabaja","Indonesia","-7.24917","112.75083",1,"AD_1849",60000
"Szczecin","Stettin","Poland","53.416667","14.583333",2,"AD_1849",47202
"Trakai","Troki","Lithuania","54.633333","24.933333",2,"AD_1849",4656
"Trier","Treves","Germany","49.75565","6.63935",1,"AD_1849",19016
"Tver","Kalinin  ","Russian Federation","56.858722","35.917597",1,"AD_1849",14142
"Utrecht","","Netherlands","52.09083","5.12222",1,"AD_1849",38000
"Vladimir","","Russian Federation","56.13655","40.39658",1,"AD_1849",13405
"Wroclaw","Breslau","Germany","51.116667","17.033333",3,"AD_1849",110702
"Aachen","Aix-la-Chapelle","Germany","50.77664","6.08342",1,"AD_1850",49000
"Abeokuta","","Nigeria","7.15","3.35",2,"AD_1850",60000
"Aberdeen","","United Kingdom","57.14369","-2.09814",1,"AD_1850",71000
"Agades","","Niger","16.966667","7.983333",1,"AD_1850",7000
"Agra","","India","27.18333","78.01667",1,"AD_1850",108000
